LGACODE,LABEL,YEAR,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Persons,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Median_Amount,METHOD OF TRAVEL TO WORK_Used one method - Train or tram,METHOD OF TRAVEL TO WORK_Used one method - Bus,METHOD OF TRAVEL TO WORK_Used one method - Car (as driver or passenger),METHOD OF TRAVEL TO WORK_Used one method - Motor bike/scooter,METHOD OF TRAVEL TO WORK_Used one method - Bicycle,METHOD OF TRAVEL TO WORK_Used one method - Other (inc. Taxis),METHOD OF TRAVEL TO WORK_Used one method - Walked only,METHOD OF TRAVEL TO WORK_Total used one method,METHOD OF TRAVEL TO WORK_Total used more than one method,METHOD OF TRAVEL TO WORK_Other - Worked from home,METHOD OF TRAVEL TO WORK_Other - Employed but did not go to work,METHOD OF TRAVEL TO WORK_Other - Method of travel not stated,METHOD OF TRAVEL TO WORK_Total employed,HOUSEHOLDS BY TYPE_Lone person households,HOUSEHOLDS BY TYPE_Group households,HOUSEHOLDS BY TYPE_Family households,HOUSEHOLDS BY TYPE_Total households,HOUSEHOLDS BY TYPE_Average Household Size,FAMILIES BY TYPE_Couple families with children under 15 and/or dependent students,FAMILIES BY TYPE_Couple families with non-dependent children only,FAMILIES BY TYPE_Couple families without children,"FAMILIES BY TYPE_One parent families, children under 15 &/or dependent students","FAMILIES BY TYPE_One parent families, non-dependent children only",FAMILIES BY TYPE_Other families,FAMILIES BY TYPE_Total families,FAMILIES BY TYPE_Average Family Size,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a registered marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a de facto marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Not married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Never Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Widowed,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Divorced,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Separated,ACCESS TO INTERNET AT HOME_Internet accessed from dwelling,ACCESS TO INTERNET AT HOME_Internet not accessed from dwelling,ACCESS TO INTERNET AT HOME_Average monthly household rental payment,ACCESS TO INTERNET AT HOME_Average monthly household mortgage payment,UNPAID CHILD CARE _Persons who did not provide child care (%),UNPAID CHILD CARE _Persons who cared for own child/children ,UNPAID CHILD CARE _Persons who cared for other child/children ,UNPAID CHILD CARE _Persons who cared for own child/children and other child/children ,UNPAID WORK_Persons who provided unpaid assistance to a person with a disability ,UNPAID WORK_Persons undertaking voluntary work for an organisation or group,COUNT OF ALL CHILDREN IN FAMILY_Average number of all children in a family,HOUSING SUITABILITY_Dwellings with extra bedrooms needed,HOUSING SUITABILITY_Dwellings with bedrooms spare,HOUSING SUITABILITY_Dwellings with no bedrooms needed or spare,DWELLING STRUCTURE_Separate house ,"DWELLING STRUCTURE_Semi-detached, row or terrace house, townhouse etc. ",DWELLING STRUCTURE_Flat or apartment ,DWELLING STRUCTURE_Other dwelling ,TENURE TYPEOwned Outright,TENURE TYPEOwned with a mortgage,TENURE TYPERented,HOUSEHOLD STRESS_Households where mortgage repayments are less than 30% of household income,HOUSEHOLD STRESS_Households with mortgage repayments greater than or equal to 30% of household income,HOUSEHOLD STRESS_Households where rent payments are less than 30% of household income,HOUSEHOLD STRESS_Households with rent payments greater than or equal to 30% of household income,SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_Australia SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_Australia SEIFA decile ranking - Index of Economic Resources (IER),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_State SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_State SEIFA decile ranking - Index of Economic Resources (IER),"Homelessness rate per 10,000 persons",Average commuting distance from Place of Usual Residence,Median commuting distance from Place of Usual Residence,Average commuting distance to place of work,Median commuting distance to place of work
36070,Pormpuraaw (S),2011,,,,,43,,,,167,219,6,3,8,13,237,25,,137,161,3.5,57,7,46,27,15,16,171,3.1,45,175,232,17,72.9,5.1,4.3,1.8,,,362,,53.4,23.5,21.3,0.6,18.4,19,1.9,,,,123,,33,3,,,100,100,0,93.5,6.5,,,,,,,,,832.1,,,,
36070,Pormpuraaw (S),2012,23,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36070,Pormpuraaw (S),2016,21,188,,,49,,3,3,137,195,2,4,7,4,212,41,3,173,218,3.1,60,8,58,42,13,12,196,3.2,60,192,266,29.1,62,3.4,2.7,2,63.3,37.2,358,,63.5,19.5,12.3,1.4,13.6,10.3,1.9,35,125,51,175,,36,4,1.8,3.6,89.8,100,0,87.2,12.8,1,1,1,1,2,2,2,3,676.9,9.5,0,6.1,0
36150,Quilpie (S),2011,75,59,,,257,9,,13,97,402,10,83,39,9,543,121,7,249,380,2.3,87,15,104,26,13,,256,2.8,296,89,243,47.4,33.9,5.3,10.6,3,,,329,920,65.7,19.8,7.2,1.4,10.2,27.7,1.7,,,,334,3,20,13,37.1,20,37.9,98.6,1.4,97.1,2.9,,,,,,,,,25.9,,,,
36150,Quilpie (S),2012,90,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36150,Quilpie (S),2013,88,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36150,Quilpie (S),2014,73,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36150,Quilpie (S),2015,82,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36150,Quilpie (S),2016,74,120,,,225,,3,15,76,335,10,64,31,12,452,118,7,201,319,2.3,73,15,94,13,8,,201,2.8,225,101,205,44.4,36.6,5.6,9.9,2.6,69.9,26,466,714,64.5,21.1,5.6,0.9,11.1,36.1,2,8,231,42,288,,25,6,32.5,24.7,34.1,98.2,1.8,97.9,2.1,5,5,5,4,6,6,8,6,34.2,43.5,1,50.2,1
36250,Redland (C),2011,"32,591",65,"1,647","1,448","47,922",510,275,481,"1,126","54,435","2,554","3,134","6,929",908,"67,960","9,704","1,321","38,140","49,173",2.7,"14,585","3,458","14,876","3,929","1,849",424,"39,126",3,"54,499","9,637","38,202",53,29.3,5.4,9.2,3.1,,,"1,430","2,097",63.8,21.2,8.1,1.1,11,18.4,1.9,,,,"42,567","4,745","1,567",274,31.7,40.5,24.4,88.6,11.4,90.2,9.8,,,,,,,,,10.8,,,,
36250,Redland (C),2012,"29,591",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36250,Redland (C),2013,"30,353",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36250,Redland (C),2014,"30,008",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36250,Redland (C),2015,"30,446",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36250,Redland (C),2016,"29,385",100,"1,460","1,265","50,764",572,251,506,"1,066","56,736","2,564","3,504","6,909",455,"70,168","10,890","1,389","40,171","52,446",2.6,"14,554","3,693","16,302","4,100","2,212",463,"41,327",3,"56,179","11,191","41,358",51.8,29.5,5.5,9.6,3.5,86.8,11,"1,625","1,997",63.9,20.7,8.5,0.9,11.8,18.2,1.8,879,"42,330","6,243","44,559","4,925","2,361",368,31.8,39.7,24.5,92.7,7.3,89.9,10.1,9,9,8,9,10,10,10,10,17.1,17.8,16.3,12.1,7.3
36300,Richmond (S),2011,131,36,,,211,9,,14,71,308,6,108,29,9,460,88,10,216,315,2.5,82,14,94,18,10,3,216,2.9,277,86,194,49.1,35.4,6.3,6.8,2.6,,,252,648,63.7,22,3.7,,10.3,34.3,2,,,,285,12,3,9,35.1,21.1,35.7,98.5,1.5,98.9,1.1,,,,,,,,,52.7,,,,
36300,Richmond (S),2012,117,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36300,Richmond (S),2013,114,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36300,Richmond (S),2014,105,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36300,Richmond (S),2015,114,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36300,Richmond (S),2016,83,50,,3,225,4,,19,53,314,13,79,22,6,434,89,8,195,295,2.3,56,13,93,14,14,3,202,2.8,246,73,195,48.4,36.8,6.6,6.7,2.5,72.5,22.7,366,826,64.7,18.7,5.8,,7.2,28.7,1.9,11,196,52,271,10,,3,33.8,22.9,37.5,98.2,1.8,96.6,3.4,6,6,4,4,7,7,7,6,139,45.3,1.4,24.3,0.9
36370,Rockhampton (R),2011,"15,897",51,16,561,"26,065",301,390,322,"1,215","29,328",361,"1,025","3,849",540,"35,103","6,900","1,009","19,257","27,161",2.5,"6,763","1,504","7,412","2,523","1,172",335,"19,709",3,"23,965","6,017","21,810",45.5,35.9,6.2,8.9,3.5,,,"1,023","1,692",61,20,7.4,1.1,10.2,17.6,1.9,,,,"23,883",837,"2,189",239,30.1,33.3,32.9,93.3,6.7,90.4,9.6,,,,,,,,,59.7,,,,
36370,Rockhampton (R),2012,"14,774",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36370,Rockhampton (R),2013,"15,102",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36370,Rockhampton (R),2014,"14,268",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36370,Rockhampton (R),2015,"14,447",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36370,Rockhampton (R),2016,"13,971",60,8,468,"26,184",312,274,254,"1,018","28,897",320,"1,093","3,718",286,"34,314","7,472","1,006","19,890","28,375",2.5,"6,817","1,474","7,593","2,738","1,300",368,"20,277",3,"23,873","6,607","23,262",44.3,36.7,5.9,9.3,3.8,77.2,19.8,"1,138","1,635",61.1,20.3,7.8,1,11.3,18.6,1.9,781,"21,398","4,495","24,867","1,968","1,168",223,28.8,33.7,33.9,94.6,5.4,88.3,11.7,4,4,3,3,5,6,5,5,46.8,15.2,5.6,12.4,6.3
36510,Scenic Rim (R),2011,"6,556",65,36,52,"10,965",131,45,153,654,"12,389",262,"1,595","1,659",264,"16,169","2,896",337,"10,049","13,277",2.6,"3,393",754,"4,551","1,017",433,107,"10,250",2.9,"14,436","2,512","9,241",54.6,27,5.4,9.7,3.3,,,"1,072","1,856",64.3,20.2,7.6,1.2,12,22.9,1.9,,,,"12,438",293,342,199,36.1,36.6,24.1,87.7,12.3,90.4,9.6,,,,,,,,,34.6,,,,
36510,Scenic Rim (R),2012,"5,507",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36510,Scenic Rim (R),2013,"6,308",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36510,Scenic Rim (R),2014,"5,941",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36510,Scenic Rim (R),2015,"5,856",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36510,Scenic Rim (R),2016,"5,647",94,22,55,"11,778",116,39,136,584,"13,060",234,"1,600","1,822",210,"16,926","3,093",359,"10,591","14,043",2.6,"3,433",873,"4,873","1,085",534,119,"10,901",2.9,"14,836","3,076","10,342",52.3,28.1,5.4,10.3,3.9,80.7,16.9,"1,246","1,788",62.6,18.5,7.7,1,12.4,22.2,1.9,316,"11,056","1,930","13,100",500,208,201,36.2,35.9,24.4,91.8,8.2,90.1,9.9,6,6,6,8,8,8,8,10,20.9,26.9,20.4,19.2,10.8
36580,Somerset (R),2011,"3,171",50,22,35,"5,936",70,14,71,342,"6,752",160,725,955,154,"8,746","1,710",222,"5,887","7,816",2.6,"1,951",458,"2,652",652,255,71,"6,037",2.9,"8,080","1,771","5,516",51.9,27.9,5.5,10.9,3.8,,,"1,001","1,598",63.9,19.9,7.4,1.1,12.1,20.9,1.9,,,,"7,483",39,105,181,36.5,37.2,22.9,88.2,11.8,90.9,9.1,,,,,,,,,31.2,,,,
36580,Somerset (R),2012,"2,802",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36580,Somerset (R),2013,"3,030",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36580,Somerset (R),2014,"2,924",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36580,Somerset (R),2015,"2,847",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36580,Somerset (R),2016,"2,868",97,14,33,"6,453",70,23,72,299,"7,162",158,767,"1,034",149,"9,270","1,968",300,"6,315","8,579",2.6,"2,006",489,"2,853",752,326,81,"6,508",2.9,"8,358","2,080","6,611",49.2,30,5.4,11,4.4,76.8,20.2,"1,127","1,590",62.3,18.6,7.7,0.9,13.6,19.3,1.9,241,"6,738","1,113","8,279",85,36,101,35.7,34.7,25.8,92.5,7.5,89.8,10.2,3,3,2,6,4,4,3,7,39.6,30,24.6,23.2,13.5
36630,South Burnett (R),2011,"5,654",50,9,149,"8,038",99,69,107,659,"9,367",121,983,"1,236",210,"11,917","3,074",375,"8,412","11,857",2.4,"2,574",502,"3,975",972,362,124,"8,511",2.9,"11,543","2,150","8,186",52.5,26.7,6.8,10.1,3.9,,,825,"1,368",65.2,19.1,6.4,1.1,13,22.1,2,,,,"10,929",68,671,165,38.8,30.1,27.2,92.5,7.5,90.7,9.3,,,,,,,,,25.3,,,,
36630,South Burnett (R),2012,"5,027",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36630,South Burnett (R),2013,"4,930",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36630,South Burnett (R),2014,"4,808",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36630,South Burnett (R),2015,"4,790",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36630,South Burnett (R),2016,"4,813",50,3,105,"8,112",82,63,94,579,"9,217",78,963,"1,223",175,"11,656","3,460",434,"8,368","12,265",2.4,"2,330",553,"4,080",969,460,118,"8,511",2.8,"11,153","2,436","9,023",49.5,28.6,6.8,10.7,4.4,74,22.9,918,"1,315",65.6,17.1,6.3,0.8,13.9,22.6,1.9,290,"9,511","1,789","11,275",324,406,204,39.7,27.9,28.5,94.9,5.1,90.2,9.8,2,2,2,3,3,3,4,4,57.2,19.6,7.3,20.7,7.5
36660,Southern Downs (R),2011,"5,403",60,5,43,"9,755",111,111,147,735,"11,216",100,"1,280","1,519",225,"14,340","3,407",326,"9,127","12,861",2.4,"2,929",580,"4,237",986,423,116,"9,269",2.9,"12,786","2,288","8,965",52.8,27.4,7.3,9.1,3.3,,,834,"1,425",65.9,19.3,6.7,1,12.5,24.5,2,,,,"11,790",273,653,134,39.3,29,28,91.9,8.1,89.7,10.3,,,,,,,,,18.2,,,,
36660,Southern Downs (R),2012,"4,882",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36660,Southern Downs (R),2013,"4,977",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36660,Southern Downs (R),2014,"4,601",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36660,Southern Downs (R),2015,"4,762",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36660,Southern Downs (R),2016,"4,656",77,9,34,"9,940",85,77,152,660,"11,229",98,"1,207","1,360",200,"14,094","3,747",325,"9,278","13,355",2.4,"2,746",665,"4,375","1,012",474,139,"9,420",2.9,"12,639","2,529","9,799",50.7,28.5,7,10.1,3.7,74.1,23,966,"1,396",66.2,17.5,6.7,0.7,13.1,24.7,1.9,302,"10,649","1,711","12,046",700,333,183,39.4,28.5,28.2,94.4,5.6,89.3,10.7,3,3,3,4,5,4,5,6,17.8,16.4,4.7,14.7,4.6
36720,Sunshine Coast (R),2011,"50,323",66,514,"1,086","80,830",772,852,"1,062","3,579","90,299","1,684","7,766","13,019","1,538","114,306","22,707","3,820","71,057","97,579",2.5,"23,881","4,407","32,170","7,957","3,173",828,"72,407",2.9,"97,203","19,609","70,278",51.5,28.7,5.9,10.5,3.4,,,"1,376","1,998",64.6,20.3,7.2,1.1,10.9,20.1,1.8,,,,"74,113","9,884","11,597","1,932",33.4,33.2,29.5,88.7,11.3,86.4,13.6,,,,,,,,,23.8,,,,
36720,Sunshine Coast (R),2012,"46,021",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36720,Sunshine Coast (R),2013,"48,015",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36720,Sunshine Coast (R),2014,"48,396",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36720,Sunshine Coast (R),2015,"49,889",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36720,Sunshine Coast (R),2016,"48,342",100,496,"1,586","94,163",846,973,"1,213","3,242","103,920","1,784","9,352","13,383","1,202","129,641","25,485","4,464","78,641","108,589",2.5,"26,128","5,530","35,444","8,338","4,103",915,"80,469",2.9,"106,393","23,802","82,270",50.1,29.7,5.8,10.8,3.5,85.6,12,"1,612","1,890",64.7,19.9,7.1,0.8,11.1,20.7,1.8,"2,240","84,937","15,350","79,971","13,528","12,922","1,593",33.1,33.1,29.6,92.8,7.2,86.7,13.3,8,8,8,8,10,10,10,10,26.2,18.8,10.2,15,9.3
36820,Tablelands (R),2011,"4,028",60,,103,"6,172",77,45,135,590,"7,304",97,923,"1,106",211,"9,641","2,494",239,"6,373","9,107",2.4,"1,857",370,"3,109",774,300,72,"6,482",2.8,"8,399","1,809","6,316",50.3,29.1,6.8,10.2,3.6,,,834,"1,560",65.2,17.7,6.4,1.2,12.2,23.2,1.9,,,,"8,106",139,571,279,42.6,25.4,27.7,92.8,7.2,90.2,9.8,,,,,,,,,86.8,,,,
36820,Tablelands (R),2012,"3,863",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36820,Tablelands (R),2013,"3,829",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36820,Tablelands (R),2014,"3,945",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36820,Tablelands (R),2015,"3,978",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36820,Tablelands (R),2016,"3,846",54,4,100,"6,606",67,39,123,467,"7,536",69,857,"1,075",117,"9,654","2,671",258,"6,468","9,397",2.4,"1,746",444,"3,216",741,343,97,"6,594",2.8,"8,354","2,077","6,846",48.5,29.9,7,11.1,3.5,75.6,21.1,"1,006","1,530",64.7,16.3,6.8,0.9,12.1,24.1,1.9,292,"6,952","1,602","8,462",257,407,227,42.7,25.9,27.4,94.6,5.4,89.6,10.4,4,3,4,3,5,5,7,5,52.7,19.4,10.7,17,9.9
36910,Toowoomba (R),2011,"30,139",70,31,334,"50,575",564,566,636,"2,717","56,425",518,"3,739","7,183",960,"68,825","14,098","1,772","39,310","55,183",2.5,"14,114","2,575","16,467","4,459","1,744",590,"39,963",3,"54,826","9,285","40,432",51.5,30.8,6.1,8.4,3.1,,,983,"1,630",62.9,20.7,7.6,1.1,11.1,21.3,2,,,,"47,220","2,253","5,373",290,33.1,33.2,30.4,92.4,7.6,90.2,9.8,,,,,,,,,32.8,,,,
36910,Toowoomba (R),2012,"28,119",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36910,Toowoomba (R),2013,"28,515",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36910,Toowoomba (R),2014,"28,031",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36910,Toowoomba (R),2015,"28,568",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36910,Toowoomba (R),2016,"27,568",95,38,313,"53,709",552,521,602,"2,413","58,950",636,"4,059","6,901",642,"71,188","15,294","1,963","40,943","58,204",2.5,"14,110","2,895","17,479","4,558","2,028",595,"41,659",3,"56,216","10,833","44,148",50.2,31.6,6,8.8,3.4,80.5,16.9,"1,192","1,648",62.9,19.9,7.5,0.9,11.8,21.7,1.9,"1,212","46,349","7,580","48,398","6,464","2,626",310,32.3,32.4,31.5,94.9,5.1,88.9,11.1,7,7,6,6,8,8,9,8,30.9,15.5,6.1,15.6,6.4
36950,Torres (S),2011,424,50,,4,544,4,23,98,364,"1,089",56,29,102,65,"1,341",172,34,612,816,3.4,286,43,165,126,32,14,673,3.5,546,390,839,31.7,54.4,4.1,6.6,3,,,627,"1,815",55.9,20.2,6.4,1.1,9.4,15.5,2.4,,,,494,152,157,18,7.9,5.8,77.8,99.2,0.8,93.3,6.7,,,,,,,,,82.8,,,,
36950,Torres (S),2012,465,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36950,Torres (S),2013,476,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36950,Torres (S),2014,275,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36950,Torres (S),2015,342,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36950,Torres (S),2016,323,120,,3,655,8,18,104,340,"1,153",60,26,89,51,"1,379",224,73,611,908,3.2,275,50,152,139,33,32,678,3.6,497,425,"1,154",28.5,59.3,2.6,6.3,3.4,63.4,20.9,835,"1,790",55,17.9,6.1,1.3,6.5,16.3,2.4,163,388,183,722,61,94,24,8.3,3.8,70.9,98.2,1.8,89.4,10.6,2,3,8,1,3,5,10,3,280.4,3.2,1.2,5.7,1.3
36960,Torres Strait Island (R),2011,108,20,,12,302,6,9,35,987,"1,378",21,19,36,59,"1,513",182,9,747,942,3.7,397,46,117,258,47,35,909,3.6,522,609,"1,154",26.3,65.6,4.2,2,1.9,,,265,,48.4,29.5,14.2,2.4,15.8,28.2,2.3,,,,885,,44,14,5.3,,90.8,100,0,95.4,4.6,,,,,,,,,311.1,,,,
36960,Torres Strait Island (R),2012,80,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36960,Torres Strait Island (R),2013,82,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36960,Torres Strait Island (R),2014,66,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36960,Torres Strait Island (R),2015,79,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36960,Torres Strait Island (R),2016,46,175,,6,312,,13,54,511,900,25,6,14,29,974,196,9,782,988,3.8,390,59,124,288,73,32,967,3.6,515,644,"1,312",23,69.8,3.8,1.8,1.6,67.4,29.8,480,,52.5,25.8,8.2,1.9,8.6,19,2.2,211,546,191,922,52,8,,3.2,,92.2,100,0,88.8,11.2,1,1,2,1,2,2,4,2,430.1,109.4,105.6,109.7,105.9
37010,Townsville (C),2011,"44,226",50,13,"1,242","64,159","1,325","1,697","1,095","2,489","73,035","1,198","2,201","9,423","1,162","87,019","13,396","3,224","44,347","60,968",2.6,"16,841","2,886","17,128","5,620","2,029",817,"45,321",3,"53,634","16,293","49,094",44.1,39.4,4.1,9,3.4,,,"1,232","1,950",62.1,20.7,7.3,1,9.3,16.7,1.9,,,,"49,191","3,413","7,707",616,23.2,36.2,37.3,91.6,8.4,88.8,11.2,,,,,,,,,51.9,,,,
37010,Townsville (C),2012,"39,956",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
