LGACODE,LABEL,YEAR,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Persons,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Median_Amount,METHOD OF TRAVEL TO WORK_Used one method - Train or tram,METHOD OF TRAVEL TO WORK_Used one method - Bus,METHOD OF TRAVEL TO WORK_Used one method - Car (as driver or passenger),METHOD OF TRAVEL TO WORK_Used one method - Motor bike/scooter,METHOD OF TRAVEL TO WORK_Used one method - Bicycle,METHOD OF TRAVEL TO WORK_Used one method - Other (inc. Taxis),METHOD OF TRAVEL TO WORK_Used one method - Walked only,METHOD OF TRAVEL TO WORK_Total used one method,METHOD OF TRAVEL TO WORK_Total used more than one method,METHOD OF TRAVEL TO WORK_Other - Worked from home,METHOD OF TRAVEL TO WORK_Other - Employed but did not go to work,METHOD OF TRAVEL TO WORK_Other - Method of travel not stated,METHOD OF TRAVEL TO WORK_Total employed,HOUSEHOLDS BY TYPE_Lone person households,HOUSEHOLDS BY TYPE_Group households,HOUSEHOLDS BY TYPE_Family households,HOUSEHOLDS BY TYPE_Total households,HOUSEHOLDS BY TYPE_Average Household Size,FAMILIES BY TYPE_Couple families with children under 15 and/or dependent students,FAMILIES BY TYPE_Couple families with non-dependent children only,FAMILIES BY TYPE_Couple families without children,"FAMILIES BY TYPE_One parent families, children under 15 &/or dependent students","FAMILIES BY TYPE_One parent families, non-dependent children only",FAMILIES BY TYPE_Other families,FAMILIES BY TYPE_Total families,FAMILIES BY TYPE_Average Family Size,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a registered marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a de facto marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Not married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Never Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Widowed,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Divorced,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Separated,ACCESS TO INTERNET AT HOME_Internet accessed from dwelling,ACCESS TO INTERNET AT HOME_Internet not accessed from dwelling,ACCESS TO INTERNET AT HOME_Average monthly household rental payment,ACCESS TO INTERNET AT HOME_Average monthly household mortgage payment,UNPAID CHILD CARE _Persons who did not provide child care (%),UNPAID CHILD CARE _Persons who cared for own child/children ,UNPAID CHILD CARE _Persons who cared for other child/children ,UNPAID CHILD CARE _Persons who cared for own child/children and other child/children ,UNPAID WORK_Persons who provided unpaid assistance to a person with a disability ,UNPAID WORK_Persons undertaking voluntary work for an organisation or group,COUNT OF ALL CHILDREN IN FAMILY_Average number of all children in a family,HOUSING SUITABILITY_Dwellings with extra bedrooms needed,HOUSING SUITABILITY_Dwellings with bedrooms spare,HOUSING SUITABILITY_Dwellings with no bedrooms needed or spare,DWELLING STRUCTURE_Separate house ,"DWELLING STRUCTURE_Semi-detached, row or terrace house, townhouse etc. ",DWELLING STRUCTURE_Flat or apartment ,DWELLING STRUCTURE_Other dwelling ,TENURE TYPEOwned Outright,TENURE TYPEOwned with a mortgage,TENURE TYPERented,HOUSEHOLD STRESS_Households where mortgage repayments are less than 30% of household income,HOUSEHOLD STRESS_Households with mortgage repayments greater than or equal to 30% of household income,HOUSEHOLD STRESS_Households where rent payments are less than 30% of household income,HOUSEHOLD STRESS_Households with rent payments greater than or equal to 30% of household income,SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_Australia SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_Australia SEIFA decile ranking - Index of Economic Resources (IER),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_State SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_State SEIFA decile ranking - Index of Economic Resources (IER),"Homelessness rate per 10,000 persons",Average commuting distance from Place of Usual Residence,Median commuting distance from Place of Usual Residence,Average commuting distance to place of work,Median commuting distance to place of work
53290,Esperance (S),2016,"1,939",134,,55,"4,413",73,58,68,296,"5,021",49,520,673,114,"6,377","1,270",128,"3,417","4,816",2.5,"1,242",238,"1,455",333,154,40,"3,459",3,"4,328","1,311","3,360",48.4,34.2,5.7,8.4,3.3,79,17.5,988,"1,722",59.6,18.8,6.8,1.1,9.2,28,1.9,82,"3,770",662,"4,236",388,66,48,33.7,30.3,32.1,94.3,5.7,92.1,7.9,7,7,5,8,6,5,4,7,30.5,13.9,4,12.5,4
53360,Exmouth (S),2011,364,100,,7,720,16,59,36,160,"1,013",15,56,164,18,"1,266",226,45,601,873,2.4,222,24,301,46,15,,612,2.8,729,299,499,48.6,34.5,2.8,11.2,2.8,,,"1,328","2,196",63.1,20.9,5.3,1.3,6.7,27.3,1.8,,,,651,52,54,104,24.7,25.4,45.7,92.5,7.5,91.2,8.8,,,,,,,,,67.4,,,,
53360,Exmouth (S),2012,355,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53360,Exmouth (S),2013,373,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53360,Exmouth (S),2014,385,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53360,Exmouth (S),2015,407,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53360,Exmouth (S),2016,415,180,,23,816,15,70,30,118,"1,092",22,60,201,30,"1,405",249,42,654,949,2.5,262,31,303,52,15,7,665,2.9,750,353,617,47,37.3,2.5,10,3.6,80.6,11.9,"1,514","2,155",60.2,22.4,5,1.1,7.9,30,1.8,32,646,176,803,39,,95,22.1,28.9,41.6,92.3,7.7,91,9,9,8,7,8,8,8,7,6,70.6,6.1,1.6,7.1,1.7
53430,Fremantle (C),2011,"5,700",150,540,479,"7,680",112,392,159,771,"10,198",750,669,"1,546",150,"13,313","3,646",711,"6,671","11,024",2.2,"2,026",447,"2,973",744,431,130,"6,738",2.8,"7,855","2,564","9,242",39,39.6,5.7,12.4,3.2,,,"1,325","2,317",67.5,15.9,7.2,1.2,10.5,18.4,1.7,,,,"7,032","2,334","1,489",160,31.3,29.2,35.9,92.1,7.9,88.6,11.4,,,,,,,,,138.7,,,,
53430,Fremantle (C),2012,"5,644",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53430,Fremantle (C),2013,"6,138",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53430,Fremantle (C),2014,"6,264",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53430,Fremantle (C),2015,"6,430",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53430,Fremantle (C),2016,"6,132",200,576,494,"8,369",101,406,201,630,"10,832",765,815,"1,428",133,"13,973","3,668",677,"7,170","11,519",2.2,"2,260",487,"3,211",725,452,120,"7,249",2.8,"8,191","3,227","9,521",39.1,40.8,5.4,11.6,3.1,83.3,14,"1,600","2,309",66,16.1,6.8,0.9,11.1,21.3,1.7,233,"8,119","2,388","7,083","2,878","1,359",110,31.2,31.5,33.5,93.8,6.2,88.2,11.8,9,9,10,7,8,9,10,5,114.7,11.8,9.6,15.5,11.2
53570,Gingin (S),2011,626,60,3,26,"1,148",8,6,61,133,"1,449",32,195,251,33,"1,960",386,34,"1,280","1,698",2.5,391,74,704,79,32,6,"1,299",2.8,"1,833",379,926,58.3,24.7,4.5,9.7,3,,,783,"1,807",64.4,17.8,6.7,1,9.6,21.5,2,,,,"1,606",18,42,34,42.9,34.2,19.9,89.7,10.3,95.7,4.3,,,,,,,,,60.4,,,,
53570,Gingin (S),2012,588,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53570,Gingin (S),2013,604,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53570,Gingin (S),2014,624,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53570,Gingin (S),2015,638,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53570,Gingin (S),2016,624,100,7,56,"1,310",7,9,47,148,"1,612",26,216,256,44,"2,154",473,67,"1,335","1,880",2.4,385,90,738,100,40,11,"1,375",2.8,"1,874",439,"1,252",53.7,27.6,4.7,10.1,4,78.8,17.3,983,"1,917",65.3,15.8,7,0.6,9.5,22.5,1.9,42,"1,489",197,"1,763",47,8,35,41.7,34.7,19,91.5,8.5,94.2,5.8,5,5,2,9,4,4,2,8,55.5,37.7,25.7,34.8,27.7
53640,Gnowangerup (S),2011,187,85,,4,332,,,26,76,458,5,112,31,12,618,143,9,324,475,2.5,134,17,142,27,11,3,327,3.1,480,86,265,56,29.5,5.1,6.2,3.5,,,377,823,57,24.8,9.6,2.6,11,41.5,2.2,,,,456,6,6,10,42.5,25.7,28,97.5,2.5,96.1,3.9,,,,,,,,,31.6,,,,
53640,Gnowangerup (S),2012,154,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53640,Gnowangerup (S),2013,176,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53640,Gnowangerup (S),2014,193,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53640,Gnowangerup (S),2015,184,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53640,Gnowangerup (S),2016,149,100,,13,348,,6,17,75,463,,84,45,10,602,110,14,300,428,2.4,103,23,135,16,12,5,307,2.9,415,98,260,55,30.7,4.9,5.9,3.2,80.1,17.5,506,775,56.2,21.1,8.9,0.9,11.4,40.7,2,11,340,40,406,8,,,38.6,24.1,32.2,97.2,2.8,95.8,4.3,7,8,8,7,6,7,7,6,,26.3,5.1,31.6,5.8
53710,Goomalling (S),2011,89,90,,5,255,,,15,35,329,8,57,45,7,446,107,7,270,391,2.4,88,10,136,22,8,4,273,2.9,372,83,215,55.6,24.9,6.3,8.7,3.6,,,531,"1,367",61.9,23.7,7.4,0.8,11.1,35.6,2,,,,384,,,5,48.5,22.6,25.6,92.9,7.1,96.2,3.8,,,,,,,,,41.1,,,,
53710,Goomalling (S),2012,86,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53710,Goomalling (S),2013,88,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53710,Goomalling (S),2014,92,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53710,Goomalling (S),2015,96,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53710,Goomalling (S),2016,85,206,,,257,,6,23,44,340,1,52,43,10,446,117,8,266,389,2.3,80,22,126,22,7,3,265,2.9,354,93,231,50.1,27,7.2,11.1,4.1,72.5,24.7,572,"1,436",63,18.9,6.3,0.5,10.5,32,2,8,306,46,367,4,,8,46.5,24.7,26,95.3,4.7,93.5,6.5,5,6,6,6,4,5,6,4,29.8,23.5,16.3,21.6,9.1
53780,Gosnells (C),2011,"21,063",51,"1,612",983,"36,219",246,304,618,625,"41,149","2,757","1,202","5,219",746,"51,073","7,216","1,260","27,621","36,102",2.8,"11,082","2,525","9,549","3,103","1,584",586,"28,434",3.1,"37,361","7,339","31,199",49.6,35.1,4.2,8.1,3,,,"1,298","1,917",61.5,21.2,7.2,1,9.2,12.2,1.9,,,,"32,822","1,747","1,377",150,26.6,47.2,22.7,86.4,13.6,92.1,7.9,,,,,,,,,39.6,,,,
53780,Gosnells (C),2012,"20,758",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53780,Gosnells (C),2013,"21,784",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53780,Gosnells (C),2014,"21,978",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53780,Gosnells (C),2015,"22,021",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53780,Gosnells (C),2016,"21,144",100,"1,533","1,145","38,753",188,221,698,524,"43,481","2,738","1,393","4,771",547,"52,930","7,728","1,373","29,898","38,996",2.9,"12,898","2,653","9,982","3,204","1,710",612,"31,063",3.1,"42,107","7,369","35,309",51.4,34.1,4.1,7.4,3.1,85.6,12.1,"1,470","1,902",62.2,22.5,6.8,0.8,10.1,14.6,1.9,"1,434","30,554","4,807","34,319","3,930",468,185,25.9,47.3,23.2,88.3,11.7,90.6,9.4,6,7,4,9,5,6,4,7,34.3,14.6,13.5,13.2,9.1
53800,Greater Geraldton (C),2011,"5,981",50,9,214,"12,550",151,208,293,580,"14,239",151,581,"2,022",263,"17,256","3,317",396,"9,567","13,285",2.6,"3,475",696,"3,797","1,223",460,119,"9,760",3,"11,783","3,262","9,818",47,35.6,5.3,8.3,3.9,,,"1,028","1,792",61.4,21,7.4,1.3,10,19,1.9,,,,"11,483",715,802,272,30.4,33.8,32.5,92.3,7.7,91.2,8.8,,,,,,,,,41.5,,,,
53800,Greater Geraldton (C),2012,"5,919",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53800,Greater Geraldton (C),2013,"6,317",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53800,Greater Geraldton (C),2014,"6,591",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53800,Greater Geraldton (C),2015,"6,323",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53800,Greater Geraldton (C),2016,"5,819",100,4,261,"12,552",137,189,225,489,"14,020",126,599,"1,751",205,"16,701","3,468",400,"9,844","13,710",2.5,"3,339",716,"4,036","1,248",532,162,"10,030",3,"11,775","3,532","10,427",46.1,36,5.3,8.8,3.9,79.3,17.9,"1,133","1,828",60.9,19.7,7.3,0.9,10.3,20.5,1.9,304,"10,877","1,617","11,690","1,426",253,283,30,34.8,31.7,93.6,6.4,89.8,10.2,5,5,3,6,4,4,3,4,45,10.5,5.6,8.8,5.6
53920,Halls Creek (S),2011,110,120,,45,386,,7,25,385,853,18,39,59,26,995,167,28,538,729,3.7,238,25,145,173,46,27,660,3.7,525,289,"1,112",34,50.9,4.4,6.9,3.9,,,314,"1,527",55.9,17.5,14.6,4.4,14.6,15.3,2.5,,,,594,33,3,70,7.6,2.2,84.1,99.6,0.4,95.4,4.6,,,,,,,,,1273.1,,,,
53920,Halls Creek (S),2012,133,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53920,Halls Creek (S),2013,146,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53920,Halls Creek (S),2014,135,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53920,Halls Creek (S),2015,146,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53920,Halls Creek (S),2016,120,118,,18,273,3,5,20,272,598,,34,46,27,705,196,15,483,694,3.2,184,27,140,151,38,23,564,3.5,395,300,936,31.4,54.5,3.7,5.2,5.3,47.6,44.2,463,702,50.5,14.4,8.9,2.2,13.2,12.1,2.2,172,312,165,527,101,18,40,6.1,1.5,85,100,0,91.8,8.2,1,1,1,1,1,1,1,1,712.4,73.9,2.9,74.6,2.8
53990,Harvey (S),2011,"4,528",50,3,291,"7,975",57,42,109,183,"8,742",195,454,"1,383",169,"10,943","1,442",178,"6,309","7,927",2.7,"2,476",530,"2,541",579,233,39,"6,408",3,"8,807","1,823","5,112",55.4,30,3.7,7.7,3.2,,,"1,093","1,946",59.3,23.8,7.6,1.3,9.7,20.1,1.9,,,,"7,434",179,169,132,30.6,42.1,24.2,90.3,9.7,93.8,6.2,,,,,,,,,13.8,,,,
53990,Harvey (S),2012,"3,893",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53990,Harvey (S),2013,"4,227",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53990,Harvey (S),2014,"4,147",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53990,Harvey (S),2015,"4,251",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53990,Harvey (S),2016,"4,037",125,10,260,"8,735",57,44,139,190,"9,503",157,469,"1,404",151,"11,684","1,759",170,"7,044","8,975",2.7,"2,791",550,"2,858",644,258,62,"7,166",3,"9,719","2,096","5,945",55,30.1,3.9,8,3,84.8,13,"1,299","1,911",58.9,23.1,7.6,1.1,10.3,21.9,1.9,124,"7,564",745,"8,417",363,52,90,31,43.7,22.1,91.7,8.3,92.3,7.7,8,7,3,10,7,6,2,9,7.8,22.6,13.7,20.2,10.3
54060,Irwin (S),2011,478,80,,17,918,5,9,34,85,"1,109",28,120,239,18,"1,514",321,30,978,"1,326",2.4,334,62,484,85,22,7,983,2.9,"1,321",319,731,56.3,25.8,5.2,9.4,3.3,,,904,"1,815",65.3,20.2,5.7,1,9.5,24.2,1.9,,,,"1,216",35,36,39,38.1,28.4,30.4,92.9,7.1,92.4,7.6,,,,,,,,,11.2,,,,
54060,Irwin (S),2012,453,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54060,Irwin (S),2013,487,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54060,Irwin (S),2014,482,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54060,Irwin (S),2015,503,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54060,Irwin (S),2016,450,100,,27,891,5,6,24,58,"1,031",15,118,198,27,"1,389",389,29,987,"1,404",2.3,274,63,531,76,26,9,997,2.8,"1,329",322,860,54,26.9,5.8,10.5,2.9,78.2,19.2,"1,025","1,807",66.1,17,5.6,1.2,10.8,26,1.9,11,"1,145",165,"1,267",42,48,37,41.9,28.5,26,95.1,4.9,90.7,9.3,5,5,3,7,4,4,3,5,19,18.6,3.2,9.1,2.5
54130,Jerramungup (S),2011,113,30,,5,261,3,3,20,65,365,3,153,43,13,577,110,8,268,386,2.4,113,22,115,13,6,3,268,3,380,98,187,57.7,28.6,2.8,8.5,1.7,,,455,959,60,24,7.5,1.6,8.7,44.9,1.9,,,,363,15,3,8,35.5,25.5,35.5,93.8,6.2,95.7,4.3,,,,,,,,,,,,,
54130,Jerramungup (S),2012,113,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54130,Jerramungup (S),2013,126,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54130,Jerramungup (S),2014,112,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54130,Jerramungup (S),2015,123,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54130,Jerramungup (S),2016,117,50,,3,315,4,,12,55,396,6,122,40,5,569,109,13,276,390,2.3,99,16,133,14,5,4,277,2.9,349,130,205,51.5,30.7,3.3,11.6,3.1,80,17.7,546,"1,168",59.6,21.3,5.5,0.3,8.1,43.2,1.9,4,324,45,361,13,,18,39.3,23.4,31.7,95.4,4.6,95.8,4.2,9,9,9,10,9,8,9,9,36.3,30.7,2.2,39.9,7.1
54170,Joondalup (C),2011,"36,104",75,"3,834",848,"55,458",431,455,957,"1,275","64,043","5,231","3,120","9,646",986,"83,026","8,852","1,436","42,719","52,997",2.8,"17,811","4,401","15,281","3,476","1,918",580,"43,458",3.1,"62,746","9,304","41,166",55,31.5,3.9,7.2,2.4,,,"1,601","2,145",63.9,21.5,8.2,1.2,9.4,16.7,1.9,,,,"48,410","2,668","1,750",168,33.7,46.2,18,89.4,10.6,94.2,5.8,,,,,,,,,10.5,,,,
54170,Joondalup (C),2012,"35,283",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54170,Joondalup (C),2013,"36,263",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54170,Joondalup (C),2014,"36,422",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54170,Joondalup (C),2015,"35,819",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54170,Joondalup (C),2016,"33,646",120,"3,537","1,010","54,249",338,475,932,"1,012","62,200","4,202","3,580","8,314",682,"78,978","9,250","1,272","43,282","53,807",2.8,"17,798","4,440","16,013","3,325","1,957",532,"44,077",3.1,"63,212","10,429","40,873",55.4,30.7,4,7.3,2.6,91.2,7.1,"1,850","2,189",63.1,22,8.8,0.9,10.2,19.5,1.8,494,"46,082","4,168","47,900","4,441","1,221",172,34.5,46.1,17.2,92.1,7.9,93.9,6.1,10,10,9,10,10,10,9,10,9.4,16.1,14.7,10.7,7.6
54200,Kalamunda (C),2011,"11,109",80,141,852,"19,450",164,125,343,476,"21,961",690,"1,122","3,019",348,"27,140","3,578",489,"14,803","18,872",2.7,"5,390","1,420","6,019","1,353",732,182,"15,101",3,"20,721","3,878","14,238",53,31.5,4.6,8.1,2.8,,,"1,322","2,070",63.2,20.1,8.8,1.2,10.3,17.1,1.9,,,,"17,796",765,228,74,35.6,45.1,16.1,88.6,11.4,95,5,,,,,,,,,13.5,,,,
54200,Kalamunda (C),2012,"10,853",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54200,Kalamunda (C),2013,"11,464",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54200,Kalamunda (C),2014,"11,661",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54200,Kalamunda (C),2015,"11,500",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54200,Kalamunda (C),2016,"11,095",124,166,844,"20,091",124,117,364,412,"22,432",733,"1,113","2,760",217,"27,255","4,059",500,"15,528","20,084",2.7,"5,818","1,469","6,166","1,412",823,203,"15,898",3,"21,532","4,359","15,569",52.2,31.8,4.7,8.3,3.1,87.7,10.3,"1,559","2,068",62.6,20.9,8.5,0.9,10.8,19.3,1.9,339,"16,663","1,878","18,871","1,006",47,107,34.4,46.1,16.3,90,10,94.3,5.7,9,9,7,10,9,9,7,10,16.2,14.5,12.7,14.4,10.9
54280,Kalgoorlie/Boulder (C),2011,"6,132",60,11,389,"11,721",133,165,224,642,"13,479",213,289,"1,468",257,"15,706","2,197",470,"7,204","9,874",2.7,"3,056",515,"2,663",738,286,116,"7,374",3.1,"8,516","3,417","7,430",43.7,42.8,3,7.4,3.2,,,"1,134","2,065",57.3,21.9,5.6,1.3,6.3,14.6,1.9,,,,"8,005",941,636,263,16.5,41.7,38.6,93.2,6.8,93.8,6.2,,,,,,,,,96.2,,,,
54280,Kalgoorlie/Boulder (C),2012,"6,019",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54280,Kalgoorlie/Boulder (C),2013,"6,497",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54280,Kalgoorlie/Boulder (C),2014,"6,461",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54280,Kalgoorlie/Boulder (C),2015,"6,200",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
